Sr. No,Section,Function Group,Function Description,Code,Description,Pradhikrut Vibhag,2011-12 Actual Expenditure,2012-13 Actual Expenditure,2013-14 Actual Expenditure,2014-13 Actual Expenditure,2015-16 final,2015-16 municipal commissioner,2015-16 standing committee,2016-17 municipal commissioner,2016-17 standing committee,,,
391,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A26730130818,_________ ________ _______ 6 ________,Zone No. 6,,0.00,2.16,0.99,1.00,0.50,0.50,0.50,1.00,,,
392,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A26735130868,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,0.00,0.00,1.00,0.50,0.50,0.50,1.00,,,
393,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A26740130818,_________ ________ _______ 8 ______,Zone No. 8,,0.00,1.12,0.65,1.00,0.50,0.50,0.50,1.00,,,
394,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A26745130868,_________ ________ _______ 9 ______,Zone No. 9,,0.00,0.00,0.99,1.00,0.50,0.50,0.50,1.00,,,
395,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A26750130818,_________ ________ _______ 10 ________,Zone No. 10,,0.00,0.00,1.48,1.00,0.50,0.50,0.50,1.00,,,
396,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A26701330814,________ ______ _______,P.W.D.,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,,,
397,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Amusement and Recreational Infrastructure ,A26801330815,_________ ________/________ ____ ______ _ ________ ____,P.W.D.,,2.16,0.00,0.00,25.00,2.00,2.00,2.00,25.00,,,
398,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Amusement and Recreational Infrastructure ,A26901332316,"______ ______ ______________  (1) ___ ____ ________ ____ ______ _____ __________ ________ _ ________ __________ __. 40 ____ _____ (2) ________ ______, ________ _____ __________ ________ _ ________ __________ __. 35 ____ _____ (3) _______ ____ _____ _______ _________ ___________, ________ _ ________ __________ __. 25 ____ _____ ",P.W.D.,,0.00,1.35,0.00,15.00,1.00,15.00,1.00,100.00,,,
399,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A26701332001,____ ______ ______ ___________,P.W.D.,,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,,,
400,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A26001642101,_____ _______ _______________ ________ ____,GARDEN DEPT.,,27.97,37.90,18.59,150.00,20.00,20.00,20.00,150.00,,,
401,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A26001641502,_______ _________ _____ _ _______ ______ ____ _____ ______ ____ _____ __________ _____________ (1) _______ _________ _____ _____ __. 15 ____ _____ (2) ________ ____________ __. 15 ____ _____ (3) _____ ____________ __. 10 ____ _____ ,GARDEN DEPT.,,11.56,15.25,21.50,40.00,10.00,30.00,15.00,40.00,,,
402,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Urban Forestry and Env. Services,A26301642103,________ _______ _ _______ ________ ___ ______,GARDEN DEPT.,,4.94,0.00,0.00,10.00,1.00,1.00,1.00,10.00,,,
403,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26501342204,________ __. ______ _______ _______ 125 _____ _____ _______ ___ _______ ________ ____ _______ 125 ___________ _______ _____ _____ø_ ____ ____ _____ _______ ________ _____ _______ _____ _______ _____ _____ø_ ____,P.W.D.,,13.57,8.82,0.25,100.00,10.00,10.00,10.00,100.00,,,
404,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26500142205,_______ _________ _ _________ ____ ____,G.A.D.,,1.88,2.32,1.84,2.50,2.00,2.00,2.00,2.00,,,
405,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26501342206,_________ _____ ___________ ______ _ _____ ______ _. _______ ____ __ ________ ______ ________ ____ (1) ____________ ___ _____ _________ ___________ ________ _______ _____ _____ø_ ____ __. 50 ____ _____ (2) __ ________ _____ __. 10 ____ _____ ,P.W.D.,,30.31,32.66,43.04,125.00,20.00,70.00,20.00,150.00,,,
406,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26502042207,____ ___,EDUCATION DEPT.,,0.47,1.92,1.19,10.00,2.00,2.00,2.00,10.00,,,
407,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26502042208,"9 _____ _______ ___, 2 _______ _____ _____ 12 _______ __________ _____, 14 ______ _______ _____, _______ ____ _____, 11________ _______ _____ _ ________",EDUCATION DEPT.,,1.88,3.46,2.09,15.00,5.00,5.00,5.00,10.00,,,
408,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26502042209,______ ______ ______ (____ ________ _ _______ _________________ _________ _______ _ _____ ______ ______ ____ ____),EDUCATION DEPT.,,0.00,0.00,0.00,5.00,1.00,1.00,1.00,5.00,,,
409,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26502042210,______ _______ __________ _____ ____ (1) __. ____ ____ ______ _______ _____________ __. 15 ____ _____ (2) ____ ______ _______ _____________ __. 15 ____ _____ ,EDUCATION DEPT.,,0.00,5.98,2.55,30.00,6.00,15.00,5.00,30.00,,,
410,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26502242211,______ ___ ___ __________ _ __________ ________ (1) ______ ____ ______ _____ __. 15 ____ _____ (2) ______ ___ _____ ____ ________ _______ ____ __. 15 ____ _____ (3) ______ _______ (4) _________ _______ (5) ___________ _______ ___ _______ __. 15 ____  _____ (6) ____ ________ _______ __. 10 ____ _____ (7)  ________ _______ __. 10 ____ _____,SPORT & CULTURAL DEPT.,,3.76,20.78,36.63,200.00,150.00,150.00,50.00,200.00,,,
411,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26502242212,______ ____ _____ø_ ____ _____ _____________ _____ _ ________ _________ ___ ____ _______ _____________ ____,SPORT & CULTURAL DEPT.,,0.29,0.00,0.00,10.00,1.00,1.00,1.00,10.00,,,
412,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26502242213,"___/__________ _______ (1) ______ ______, ___ ____ _ ____ ________ ______ _ __________ _____ø_____ __________ __. 15 ____ _____ (2) _________ ______ _ __________ ____________ _____ ____ __. 100 ____ _____  (3) ____ ____ __ _______ _____ ____ __. 125 ____ _____ (4) _______ ______ _____________ __. 3 ____ _____ (5) ______ ______ _______ _ _______ _____________ __. 15 ____ _____ (6) ______ ___ ____ ______ _______ _____ __. 10 ____ _____ ",SPORT & CULTURAL DEPT.,,2.33,28.46,20.06,340.00,150.00,150.00,100.00,350.00,,,
413,A2 Revenue Expenditure,6 Urban Forestry and Environmental Activities,Expenditure for Festival and competition/social environment ,A26502242214,______ _______ (1) _____ ___ __. 5 ____ _____ ,SPORT & CULTURAL DEPT.,,0.79,45.66,138.18,400.00,200.00,200.00,100.00,300.00,,,
414,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27501310001,______ _____ _____ _____ ________ ____,P.W.D.,,248.36,270.29,282.30,300.00,275.00,275.00,275.00,275.00,,,
415,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Women Welfare Program ,A27802410002,____ ______ ________ ____,SOCIAL WELFARE,,36.26,38.62,61.85,60.00,40.00,40.00,45.00,45.00,,,
416,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Welfare of SC/ST/OBC,A27400121201,___________ ___________ _________ ____________ ______ ____,G.A.D.,,0.00,0.20,0.00,2.00,1.00,1.00,1.00,1.00,,,
417,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Welfare of SC/ST/OBC,A27402020702,___________ _______________ _____ _______,EDUCATION DEPT.,,24.91,0.00,0.00,25.00,5.00,5.00,5.00,25.00,,,
418,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Welfare of SC/ST/OBC,A27501322603,_________ _____ _____ ____ _______,P.W.D.,,0.00,0.60,0.00,25.00,1.00,1.00,1.00,25.00,,,
419,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Welfare of SC/ST/OBC,A27501322004,______ ____ (______ _____ _ ______ _____),P.W.D.,,0.23,0.17,0.01,1.00,1.00,1.00,1.00,1.00,,,
420,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Housing for Poor,A27601322005,_________ ________ ________ _______ ____,P.W.D.,,0.00,5.09,0.00,10.00,10.00,10.00,5.00,10.00,,,
421,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Forestry and Env. Services,A27702020806,________ _ ________ _______ _______________ __________ ____,EDUCATION DEPT.,,0.00,1.05,0.00,15.00,10.00,10.00,2.00,15.00,,,
422,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27501330801,______ _____ ________ _ _______,P.W.D.,,30.59,40.90,48.47,100.00,40.00,40.00,40.00,100.00,,,
423,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27505130869,_________ ________ _______ 1 __________,Zone No. 1,,0.00,1.92,6.58,10.00,4.00,4.00,4.00,10.00,,,
424,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27510130819,_________ ________ _______ 2 ______,Zone No. 2,,0.00,2.89,5.42,10.00,4.00,4.00,4.00,10.00,,,
425,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27515130869,_________ ________ _______ 3 _________,Zone No. 3,,0.00,1.62,9.85,10.00,4.00,4.00,4.00,10.00,,,
426,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27520130819,_________ ________ _______ 4 ______,Zone No. 4,,0.00,3.90,1.44,10.00,4.00,4.00,4.00,10.00,,,
427,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27525130869,_________ ________ _______ 5 ________,Zone No. 5,,0.00,7.58,4.17,10.00,4.00,4.00,4.00,10.00,,,
428,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27530130819,_________ ________ _______ 6 ________,Zone No. 6,,0.00,7.53,3.92,10.00,4.00,4.00,4.00,10.00,,,
429,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27535130869,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,3.92,3.81,10.00,4.00,4.00,4.00,10.00,,,
430,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27540130819,_________ ________ _______ 8 ______,Zone No. 8,,0.00,3.40,3.42,10.00,4.00,4.00,4.00,10.00,,,
431,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27545130869,_________ ________ _______ 9 ______,Zone No. 9,,0.00,1.48,5.09,10.00,4.00,4.00,4.00,10.00,,,
432,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27550130819,_________ ________ _______ 10 ________,Zone No. 10,,0.00,6.66,4.77,10.00,4.00,4.00,4.00,10.00,,,
433,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Slum Improvement ,A27501630802,______ _______ ________/________,GARDEN DEPT.,,4.98,10.71,14.26,15.00,15.00,15.00,15.00,15.00,,,
434,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Poverty Alleviation Program,A27702030803,________ ____ _____ ________,EDUCATION DEPT.,,15.40,0.47,12.05,50.00,10.00,10.00,10.00,50.00,,,
435,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Poverty Alleviation Program,A27702030804,________ ____ _____ ________,EDUCATION DEPT.,,0.00,0.47,9.08,10.00,10.00,10.00,10.00,10.00,,,
436,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Poverty Alleviation Program,A27701330805,______ _ ______ ________ _ ________,P.W.D.,,12.69,18.94,7.79,25.00,15.00,15.00,15.00,25.00,,,
437,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,WOMEN & Child Welfare Program,A27002441601,____ ___ ______ ___ _____ ______ (1) _______ ______ ___________ ____ ____ _____ _____ __. 20 ____ _____ (2) ____ _______ _________ _____ __. 25 ____ _____ (3) _____ ______ ______ _____ __. 50 ____ _____ (4) ___. _________ ____ ______ ________ ______ (________ ______ ______ ___________ __________ 10 _______ _____ __. 35 ____ _____),SOCIAL WELFARE,,104.61,98.40,68.28,225.00,75.00,75.00,100.00,225.00,,,
438,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Welfare of handicapped Program,A27301342302,____ _ ______________ ___ (1) ____ _ ______________ ___ _______ _____ _______ _______ _______ (_ ______) ____ _____ _____ __. 50 ____ _____,P.W.D.,,0.00,3.81,4.48,300.00,250.00,250.00,300.00,300.00,,,
439,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Child welfare program,A27102441503,______ ________ ______ ___________ _________ ______ _____ ____ _____,SOCIAL WELFARE,,0.00,0.00,0.00,10.00,2.00,2.00,2.00,10.00,,,
440,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Welfare of SC/ST/OBC,A27501341004,________ _____ _____ ____ ____,P.W.D.,,0.00,0.34,0.00,50.00,1.00,1.00,1.00,50.00,,,
441,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Housing for Poor,A27601340705,_________ ________ ________ __________ ______ ______,P.W.D.,,12.69,10.52,40.00,60.00,50.00,50.00,55.00,60.00,,,
442,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Poverty Alleviation Program,A27702042406,________ _ ________ _______ ___________ _______________ ___________,EDUCATION DEPT.,,0.00,0.00,0.00,10.00,5.00,5.00,5.00,10.00,,,
443,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Poverty Alleviation Program,A27802440707,______ ______ ___,SOCIAL WELFARE,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,,,
444,A2 Revenue Expenditure,7 Urban Poverty Alleviation and Social Welfare,Urban Poverty Alleviation Program,A27702421308,______ _______ ______ ___________ ______ ____ _____ ,SOCIAL WELFARE,,0.00,16.90,0.00,5.00,2.00,2.00,2.00,5.00,,,
445,A2 Revenue Expenditure,8 Other Services,Press & Publicity,A28000120201,______ _________ ___________ ____,G.A.D.,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
446,A2 Revenue Expenditure,8 Other Services,Administration Computer & other Machine Maintenance and Repairs,A28100120202,_______ ____ _____ ________ _ ___ _____,G.A.D.,,3.27,2.20,5.52,5.00,5.00,5.00,5.00,5.00,,,
447,A2 Revenue Expenditure,8 Other Services,Security & Vigilance,A28300121903,_____ ___ ____ ____,G.A.D.,,0.00,66.13,19.78,100.00,25.00,25.00,25.00,100.00,,,
448,A2 Revenue Expenditure,8 Other Services,Security & Vigilance,A28300121904,____ ________ _______ ________,G.A.D.,,968.70,870.75,638.03,750.00,600.00,600.00,700.00,700.00,,,
449,A2 Revenue Expenditure,8 Other Services,Telephone/Mobile,A28400120505,________ _ __________,G.A.D.,,75.21,63.76,63.01,70.00,60.00,60.00,65.00,65.00,,,
450,A2 Revenue Expenditure,8 Other Services,Other Activities ,A28900121306,_____ __________ _____,G.A.D.,,6.74,0.00,0.00,10.00,2.00,2.00,2.00,10.00,,,
451,A2 Revenue Expenditure,8 Other Services,Administration Computer & other Machine Maintenance and Repairs,A28202030801,"_____, _______, _______ ____ _ ___ ________ ________ _ ______",EDUCATION DEPT.,,274.21,390.50,88.75,200.00,110.00,110.00,115.00,200.00,,,
452,A2 Revenue Expenditure,8 Other Services,Security & Vigilance,A28301630802,_______ ___ ________,GARDEN DEPT.,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
453,A2 Revenue Expenditure,8 Other Services,Emergency Work,A28801332203,_______ ____ ___ __. ______ ______ ____________ ______ _______ ____,P.W.D.,,104.43,113.36,33.52,300.00,100.00,100.00,150.00,300.00,,,
454,A2 Revenue Expenditure,8 Other Services,Administrative Training,A28700140401,________ _____ _____ø_ _______ _ ________ ____ ________ ______Ú_______ _________________ ,G.A.D.,,0.30,0.41,1.24,50.00,5.00,5.00,10.00,50.00,,,
455,A2 Revenue Expenditure,8 Other Services,Other Activities ,A28901341002,____________ ________ _____ ______ (1) _____ _____ _____ _____ __. 4 ____ _____ (2) _____ _______ _____ _____ __. 15 ____ _____ (3) ________ ______ ______ ______ ____ _________ _____ __. 10 ____ _____ (4) _____ (_) ________ _____ __. 75 ____ _____ (5) ___ _____ ____________ _____ ____ __ _____ __. 40 ____ _____,P.W.D.,,0.00,0.00,0.00,1025.00,150.00,200.00,50.00,150.00,,,
456,A2 Revenue Expenditure,9 Revenue and Tax,Property Tax,A29000610001,________/__ _____/ __ ______ ________ ____,PROPERTY TAX DEPT.,,1112.16,1306.15,1435.23,1400.00,1200.00,1200.00,1225.00,1225.00,,,
457,A2 Revenue Expenditure,9 Revenue and Tax,L.BT./Octroi,A29100510002,_______ ______ __ /____ ________ ____,L.B.T./OCTROI DEPT.,,952.91,855.90,816.56,850.00,800.00,800.00,825.00,825.00,,,
458,A2 Revenue Expenditure,9 Revenue and Tax,Property Tax,A29000621301,________ ___________ ____ _______ _______,PROPERTY TAX DEPT.,,8.83,0.00,0.00,10.00,1.00,1.00,1.00,10.00,,,
459,A2 Revenue Expenditure,9 Revenue and Tax,Property Tax,A29000620302,________ __ _____ _____ _______ _ ___ ________ ____,PROPERTY TAX DEPT.,,7.19,4.93,29.63,60.00,25.00,25.00,25.00,60.00,,,
460,A2 Revenue Expenditure,9 Revenue and Tax,Property Tax,A29000620203,"_________,__ _____, _______ ________ _. ______",PROPERTY TAX DEPT.,,19.32,11.01,25.58,40.00,15.00,15.00,20.00,40.00,,,
461,A2 Revenue Expenditure,9 Revenue and Tax,Property Tax,A29000622604,__.__.__. _______ _ ________ ____,PROPERTY TAX DEPT.,,128.98,50.86,69.50,300.00,25.00,25.00,25.00,800.00,,,
462,A2 Revenue Expenditure,9 Revenue and Tax,Property Tax,A29000622005,______ ____,PROPERTY TAX DEPT.,,8.95,8.56,19.35,30.00,25.00,25.00,20.00,20.00,,,
463,A2 Revenue Expenditure,9 Revenue and Tax,Property Tax,A29000622606,______ ______,PROPERTY TAX DEPT.,,0.00,0.00,0.00,50.00,1.00,1.00,1.00,10.00,,,
464,A2 Revenue Expenditure,9 Revenue and Tax,L.BT./Octroi,A29100522807,"______ ___, _____________ ____",L.B.T./OCTROI DEPT.,,57.83,27.94,127.85,100.00,50.00,50.00,10.00,10.00,,,
465,A2 Revenue Expenditure,9 Revenue and Tax,L.BT./Octroi,A29100520508,________ ________ ____,L.B.T./OCTROI DEPT.,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,,,
466,A2 Revenue Expenditure,9 Revenue and Tax,L.BT./Octroi,A29100522009,_______ ____,L.B.T./OCTROI DEPT.,,64.89,42.31,7.60,25.00,20.00,20.00,20.00,25.00,,,
467,A2 Revenue Expenditure,9 Revenue and Tax,Property Tax,A29000631201,_____ ________ _ ______,PROPERTY TAX DEPT.,,5.97,0.00,0.97,10.00,2.00,2.00,2.00,10.00,,,
468,A2 Revenue Expenditure,9 Revenue and Tax,L.BT./Octroi,A29100531202,_____ ________/________/________,L.B.T./OCTROI DEPT.,,12.68,7.37,7.22,10.00,2.00,2.00,2.00,5.00,,,
469,A2 Revenue Expenditure,9 Revenue and Tax,L.BT./Octroi,A29100530203,____ ________/________/________,L.B.T./OCTROI DEPT.,,5.76,6.07,0.49,10.00,2.00,2.00,2.00,5.00,,,
470,A2 Revenue Expenditure,9 Revenue and Tax,L.BT./Octroi,A29100530805,______ _________ __ ________/________/________ ____,L.B.T./OCTROI DEPT.,,12.37,2.91,8.53,15.00,2.00,2.00,2.00,2.00,,,
471,A4 Capital Expenditure,0 General Administration,Furniture Purchase,A40100174401,________ ____ ___________ _______ _____,G.A.D.,,18.63,6.82,12.03,40.00,10.00,10.00,5.00,25.00,,,
472,A4 Capital Expenditure,0 General Administration,All types vehicle Purchase,A40100174502,_____ ____ _____,G.A.D.,,12.12,0.00,29.36,25.00,10.00,10.00,10.00,25.00,,,
473,A4 Capital Expenditure,0 General Administration,Capital work for administration computer & other machine purchase,A40100174203,__________ _____ ________ _____,G.A.D.,,10.29,1.52,1.66,5.00,3.00,3.00,3.00,3.00,,,
474,A4 Capital Expenditure,0 General Administration,Land and Estate,A40600870304,________ ________ _____ __-_____,ESTATE DEPT.,,83.45,0.00,1.46,500.00,25.00,25.00,200.00,1700.00,,,
475,A4 Capital Expenditure,0 General Administration,Account & Finance,S40200440701,______ ___ _____ ____ _______ __.__.__.__.__.__ __________ ___ ___ _____ ___________ _______ _________ _________ ____ _________ ______ ____,ACCOUNTS AND FINANCE,,4626.00,10197.88,10104.00,6000.00,7500.00,7000.00,8000.00,6000.00,,,
476,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200440702,_______ ____ ______ _______ _____ _______/_____ _________ ______ _____,ACCOUNTS AND FINANCE,,0.00,0.00,0.00,0.00,10.00,10.00,200.00,200.00,,,
477,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200440704,___ ____ ___ ______________ _____ _____ _______________ (_.__.__.__.__) _______ _____ _______/_____ _________ ______ _____,ACCOUNTS AND FINANCE,,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,,,
478,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200450201,_________ _______ ______,ACCOUNTS AND FINANCE,,5867.92,4945.18,4152.38,5200.00,5500.00,5500.00,6500.00,6500.00,,,
479,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200450202,_____ ___ _________ _______ _____,ACCOUNTS AND FINANCE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
480,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200450103,__.__._____ ____ ________ _______ _____,ACCOUNTS AND FINANCE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
481,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200450404,______ __________ _________ _________ _______ _________ ______ _____ _ ________ _____,ACCOUNTS AND FINANCE,,0.00,0.00,0.00,25.00,10.00,10.00,10.00,10.00,,,
482,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200450205,____ 3 _______ ___ ___,ACCOUNTS AND FINANCE,,0.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00,,,
483,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200450206,_____ _______ ______,ACCOUNTS AND FINANCE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
484,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200470101,_____ ____ ________,ACCOUNTS AND FINANCE,,0.00,1493.73,2105.21,2500.00,2500.00,2500.00,0.00,2500.00,,,
485,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200470202,______ _______ _______ _____ ______ ____,ACCOUNTS AND FINANCE,,1851.56,194.54,17.03,1500.00,100.00,50.00,25.00,1200.00,,,
486,A4 Capital Expenditure,0 General Administration,Account & Finance,A40200440703,_.__. _____ _________ __.__.__.__. _______ ______,ACCOUNTS AND FINANCE,,0.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00,,,
487,A4 Capital Expenditure,1 Planning and Regulation,Capital work for other Amenity ,A42001374601,"______ ______ ______ __ ____________ ________ ___ ______ _____ ____. (1) 290 ___ ______ _____ ____ ____ _________ ____ ____________ __. 100 ____ _____ (2) _____ __________ _______ 150 ______ ________ _______ _____, ______, _____ ______ ______ _____ __. 100 ____ _____ (3) ‘_‘ ____ _________________ ________ __. 250 ____ _____ (4) ___. ______ _____ ___________ _______ __________ ____________ _______ __________ __. 50 ____ _____ ",P.W.D.,,0.00,0.00,0.00,250.00,100.00,200.00,25.00,500.00,,,
488,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42002370501,_________ _______ _____ _ _________ _____ ____,S.T.P.,,6.73,0.00,0.00,25.00,5.00,5.00,5.00,40.00,,,
489,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001374602,____ _______ ____ _______ (1) ______ _______ _____ ____ _____ __. 250 ____ _____ (2) _________ _______ _____ ____ _____ __. 250 ____ _____ _ ___ _________ _______ ____ _____,P.W.D.,,6.54,0.50,32.64,1250.00,800.00,800.00,600.00,1275.00,,,
490,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work for other civic Amenity ,A42001374603,______ ____ _____ _____ _____ ____,P.W.D.,,60.00,245.82,483.28,500.00,500.00,500.00,500.00,500.00,,,
491,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work for other civic Amenity ,A42001374604,______ _______ _______ _____ _____ ____,P.W.D.,,60.60,235.70,432.02,600.00,500.00,600.00,300.00,700.00,,,
492,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001374605,_________ ___ ______ ____ (__. 18 ____ _____ ______ _______ _____ ____ ____________ ______ _____ __. 18 ____ _____ ______ _______ _____),P.W.D.,,1302.14,1305.01,1714.70,2625.00,2625.00,2625.00,750.00,2700.00,,,
493,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42005174652,_________ ________ _______ 1 __________,Zone No. 1,,0.00,130.72,196.69,262.50,262.50,262.50,74.90,270.00,,,
494,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42010174602,_________ ________ _______ 2 ______,Zone No. 2,,0.00,142.94,146.18,210.00,210.00,210.00,60.03,216.00,,,
495,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42015174652,_________ ________ _______ 3 _________,Zone No. 3,,0.00,92.51,206.36,280.00,280.00,280.00,80.04,288.00,,,
496,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42020174602,_________ ________ _______ 4 ______,Zone No. 4,,0.00,105.26,137.42,210.00,210.00,210.00,60.03,216.00,,,
497,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42025174652,_________ ________ _______ 5 ________,Zone No. 5,,0.00,111.70,132.96,245.00,245.00,245.00,69.96,252.00,,,
498,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42030174602,_________ ________ _______ 6 ________,Zone No. 6,,0.00,100.33,165.14,245.00,245.00,245.00,69.96,252.00,,,
499,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42035174652,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,166.76,162.84,280.00,280.00,280.00,80.04,288.00,,,
