Sr. No,Section,Function Group,Function Description,Code,Description,Pradhikrut Vibhag,2011-12 Actual Expenditure,2012-13 Actual Expenditure,2013-14 Actual Expenditure,2014-13 Actual Expenditure,2015-16 final,2015-16 municipal commissioner,2015-16 standing committee,2016-17 municipal commissioner,2016-17 standing committee,,,
593,A4 Capital Expenditure,3 Health,Sewerage,A43910171906,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,1.49,11.26,35.00,12.50,12.50,20.00,35.00,,,
594,A4 Capital Expenditure,3 Health,Sewerage,A43915171956,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,6.23,5.43,35.00,12.50,12.50,20.00,35.00,,,
595,A4 Capital Expenditure,3 Health,Sewerage,A43920171906,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,3.75,4.94,35.00,12.50,12.50,20.00,35.00,,,
596,A4 Capital Expenditure,3 Health,Sewerage,A43925171956,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.74,1.91,35.00,12.50,12.50,20.00,35.00,,,
597,A4 Capital Expenditure,3 Health,Sewerage,A43930171906,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,16.48,10.96,35.00,12.50,12.50,20.00,35.00,,,
598,A4 Capital Expenditure,3 Health,Sewerage,A43935171956,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,12.79,19.69,35.00,12.50,12.50,20.00,35.00,,,
599,A4 Capital Expenditure,3 Health,Sewerage,A43940171906,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,2.22,13.72,35.00,12.50,12.50,20.00,35.00,,,
600,A4 Capital Expenditure,3 Health,Sewerage,A43945171956,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,20.12,21.19,35.00,12.50,12.50,20.00,35.00,,,
601,A4 Capital Expenditure,3 Health,Sewerage,A43950171906,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,17.69,26.35,35.00,12.50,12.50,20.00,35.00,,,
602,A4 Capital Expenditure,3 Health,Sewerage,A43902371915,उत्तर व दक्षिण एस.टी.पी. केंद्रासाठी मनपाचा सहभाग,S.T.P.,,0.00,0.00,0.00,4000.00,7500.00,2500.00,8000.00,4000.00,,,
603,A4 Capital Expenditure,3 Health,Sewerage,A43902371916,अशुध्द जल व मलनिस्सारण संस्करण प्रकल्प (डी.वॅट) (नागरी वस्तीतील नाल्यात सोडलेल्या अशुध्द व सांडपाण्याचा वाहीकेवर व शहरातील निर्माण झालेलया उद्यानासाठी प्रायोगिक तत्वावर एस.टी.पी. पथदर्शी प्रकल्प),S.T.P.,,0.00,6.05,0.00,100.00,100.00,25.00,100.00,100.00,,,
604,A4 Capital Expenditure,3 Health,Sewerage,A43902371917,गोबीन बंधारे निर्माण,S.T.P.,,0.00,0.00,0.00,100.00,100.00,25.00,100.00,25.00,,,
605,A4 Capital Expenditure,3 Health,Sewerage,A43902371918,नागपूर शहर मलनिःसारण व पावसाळी नालयाकरीता मास्टर प्लान तयार करणे (भांडेवाडी याडची कामे),S.T.P.,,10.92,0.00,6.00,50.00,50.00,25.00,50.00,50.00,,,
606,A4 Capital Expenditure,3 Health,Sewerage,A43902371919,लघु मल नित्सयाःरण केंद्र,S.T.P.,,56.68,68.34,157.81,600.00,500.00,500.00,500.00,500.00,,,
607,A4 Capital Expenditure,3 Health,Sewerage,A43901774820,भांडेवाडी येथे सी.एन.जी. तयार करणारा प्रकल्प उभारणे,S.T.P.,,0.00,0.00,0.00,200.00,200.00,200.00,200.00,200.00,,,
608,A4 Capital Expenditure,3 Health,Viral Statistics/NHP/prevention of food adulterations,A43601160201,घटसर्प पोलीओ व इतर शासकीय अनुदानपातून खर्च,HEALTH (M),,4.79,0.88,13.32,5.00,10.00,10.00,5.00,5.00,,,
609,A4 Capital Expenditure,3 Health,Water Supply,A43801940702,नागपूर इन्हॉरमेंटल सर्व्हीसेस लि. नागपूर यांना देण्यात येणारे अर्थसंकल्पीय अनुदान,WATER WORKS,,10373.26,9567.65,8841.36,8000.00,8000.00,8000.00,9000.00,8000.00,,,
610,A4 Capital Expenditure,3 Health,Water Supply,A43801940702,नागपूर इन्हॉरमेंटल सव्हीसेंस लि. नागपूर यांना देण्यात येणारे अर्थसंकल्पीय पुरक अनुदान,WATER WORKS,,0.00,0.00,0.00,500.00,25.00,25.00,25.00,500.00,,,
611,A4 Capital Expenditure,4 Sanitation and SWM,Road Cleaning and Scavenging,A44001272001,साफसफाई उपकरणे खरेदी,HEALTH (S),,32.50,29.23,20.33,25.00,15.00,15.00,15.00,25.00,,,
612,A4 Capital Expenditure,4 Sanitation and SWM,solid Waste Transportation ,A44201272202,नागरी घनकचरा व्यवस्थापनाची शास्त्रोक्त अंमलबजावणी,HEALTH (S),,442.64,353.91,400.45,1500.00,3000.00,1000.00,3000.00,1500.00,,,
613,A4 Capital Expenditure,4 Sanitation and SWM,Solid Waste management ,A44201271603,कंटेनर्स खरदी,HEALTH (S),,0.97,0.00,0.00,25.00,10.00,10.00,15.00,15.00,,,
614,A4 Capital Expenditure,4 Sanitation and SWM,Solid Waste management ,A44202371904,नवचीन डमपींग स्टेशन निर्माण करणे व जमीन अधिग्रहीत करणे,S.T.P.,,0.00,0.00,0.00,200.00,150.00,150.00,150.00,200.00,,,
615,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44501372305,सुलभ शौचालय निर्मीती (महिलांसाठी शौचालय निर्मीतीकरीता रु. 100 लक्ष राखीव),P.W.D.,,1.44,146.77,80.85,500.00,50.00,50.00,60.00,350.00,,,
616,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44501272306,बाजारात मोबाईल टॉयलेट/सार्वजनिक शौचगृह/युरीनल,HEALTH (S),,0.67,0.50,0.50,20.00,5.00,5.00,5.00,20.00,,,
617,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44505172357,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
618,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44510172307,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
619,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44515172357,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
620,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44520172307,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
621,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44525172357,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
622,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44530172307,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
623,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44535172357,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
624,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44540172307,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
625,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44545172357,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
626,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44550172307,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
627,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44501272307,सार्वजनिक मुत्रीघर,HEALTH (S),,0.00,2.36,3.71,20.00,5.00,5.00,5.00,20.00,,,
628,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44505172358,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
629,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44510172308,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,0.37,1.33,2.00,0.50,0.50,0.50,2.00,,,
630,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44515172358,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
631,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44520172308,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.50,1.00,2.00,0.50,0.50,0.50,2.00,,,
632,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44525172358,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
633,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44530172308,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,1.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
634,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44535172358,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
635,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44540172308,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.00,0.40,2.00,0.50,0.50,0.50,2.00,,,
636,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44545172358,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
637,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44550172308,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.49,0.98,2.00,0.50,0.50,0.50,2.00,,,
638,A4 Capital Expenditure,4 Sanitation and SWM,Veterinary Services Management ,A44601272408,"परहंस रामसुमेर स्मृती श्वान निवारा केंद्र (मुकपशु करिता निवारा, आरोग्य व इतर सुविधा)",HEALTH (S),,19.52,7.41,30.82,25.00,40.00,40.00,25.00,25.00,,,
639,A4 Capital Expenditure,4 Sanitation and SWM,Veterinary Services Management ,A44601072409,नंदग्राम प्शु निवारा क्षेत्र निर्माण करणे,CATTELE POUND HELTH (S),,0.00,0.00,0.00,100.00,5.00,5.00,5.00,100.00,,,
640,A4 Capital Expenditure,4 Sanitation and SWM,Cattle Pound,A44701072510,कोंडवाडा निर्माण/विस्तार,CATTELE POUND HELTH (S),,0.00,0.00,9.49,25.00,15.00,15.00,5.00,5.00,,,
641,A4 Capital Expenditure,4 Sanitation and SWM,Slaughter House,A44801272611,कसाई खाना तसेच मटन मार्केट निर्माण  (1) मस्कासाथ येथील मटन मार्केट निर्माणाकरीता कामाकरीता रु. 100 लक्ष राखीव ,P.W.D.,,3.35,0.00,0.86,150.00,5.00,100.00,5.00,150.00,,,
642,A4 Capital Expenditure,5 Public Education,Primary Education,A45202074401,प्राथमिक शाळेतील नवीन उपस्कर खरेदी,EDUCATION DEPT.,,24.30,8.15,0.00,20.00,5.00,5.00,5.00,50.00,,,
643,A4 Capital Expenditure,5 Public Education,Primary Education,A45202072702,"प्राथमिक शाळा विस्तार व निर्मीती (वित्तीय मान्यतेसाठी मा. अध्यक्ष, स्थायी समिती यांची मान्यता आवश्यक)",EDUCATION DEPT.,,20.97,6.41,3.28,50.00,5.00,5.00,5.00,200.00,,,
644,A4 Capital Expenditure,5 Public Education,Secondary Education ,A45302074403,माध्यमिक शाळेतील नवीन उपस्कर खरेदी,EDUCATION DEPT.,,22.70,6.63,2.02,10.00,15.00,15.00,10.00,10.00,,,
645,A4 Capital Expenditure,5 Public Education,Secondary Education ,A45402072804,माध्यमिक शाळेचा विस्तार व निर्मीती,EDUCATION DEPT.,,0.00,0.00,0.00,50.00,2.00,2.00,2.00,50.00,,,
646,A4 Capital Expenditure,5 Public Education,Public Library,A45600272905,"वाचनालय इमारत निर्माण व विस्तार (1) दहा क्षेत्रीय कार्यालय अतंर्गत बांबु उपवन वाचनालयाचे निर्माणाकरिता रु. 100 लक्ष राखीव (वित्तीय मान्यतेसाठी मा. अध्यक्ष, स्थायी समिती यांची मान्यता आवश्यक) (2) डॉ. केशव बळीरामपंत हेडगेवार अभ्यासिका निर्माणाकरिता रु. 100 लक्ष राखीव",LIBRARY DEPT.,,12.93,9.76,0.37,235.00,15.00,200.00,10.00,250.00,,,
647,A4 Capital Expenditure,5 Public Education,Public Library,A45605172959,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
648,A4 Capital Expenditure,5 Public Education,Public Library,A45610172909,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
649,A4 Capital Expenditure,5 Public Education,Public Library,A45615172959,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
650,A4 Capital Expenditure,5 Public Education,Public Library,A45620172909,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
651,A4 Capital Expenditure,5 Public Education,Public Library,A45625172959,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
652,A4 Capital Expenditure,5 Public Education,Public Library,A45630172909,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
653,A4 Capital Expenditure,5 Public Education,Public Library,A45635172959,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
654,A4 Capital Expenditure,5 Public Education,Public Library,A45640172909,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
655,A4 Capital Expenditure,5 Public Education,Public Library,A45645172959,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.00,0.37,3.50,1.50,1.50,1.00,3.50,,,
656,A4 Capital Expenditure,5 Public Education,Public Library,A45650172909,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.00,0.00,3.50,1.50,1.50,1.00,3.50,,,
657,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45802073006,"पं. बच्छराज व्यास स्मृति, शाळा व्यवस्थापन गुणवत्ता प्रकलप",EDUCATION DEPT.,,0.00,0.00,0.00,10.00,1.00,1.00,1.00,10.00,,,
658,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45802073007,मनपा शाळेतील विद्यार्थीकरिता उपग्रहाव्दारे शिक्षण व प्रशिक्षण/नागपूर शहरातील विद्यार्थ्यांकरिता विज्ञान भवनाची निर्मीती व इतर कार्यøम,EDUCATION DEPT.,,0.00,0.00,0.13,25.00,7.00,7.00,5.00,25.00,,,
659,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45802073008,"शाळा मध्ये मुलभुत सुविधा निर्माण करणे (रु. 50 लक्ष राखीव वित्तीय मान्यतेसाठी मा. अध्यक्ष, स्थायी समिती यांची मान्यता आवश्यक)",EDUCATION DEPT.,,2.27,7.23,14.36,40.00,10.00,10.00,10.00,80.00,,,
660,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45805173060,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,1.87,4.00,1.00,1.00,1.00,3.00,,,
661,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45810173010,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,0.98,3.99,4.00,1.00,1.00,1.00,3.00,,,
662,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45815173060,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,1.73,0.49,4.00,1.00,1.00,1.00,3.00,,,
663,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45820173010,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.49,0.90,4.00,1.00,1.00,1.00,3.00,,,
664,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45805173060,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,0.00,4.00,1.00,1.00,1.00,3.00,,,
665,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45830173010,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,0.00,0.31,4.00,1.00,1.00,1.00,3.00,,,
666,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45835173060,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,2.38,1.84,4.00,1.00,1.00,1.00,3.00,,,
667,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45840173010,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,1.65,3.48,4.00,1.00,1.00,1.00,3.00,,,
668,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45845173060,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.00,0.50,4.00,1.00,1.00,1.00,3.00,,,
669,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45850173010,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.00,0.98,4.00,1.00,1.00,1.00,3.00,,,
670,A4 Capital Expenditure,5 Public Education,Any other type of Education Activity ,A45802073009,सेंट्रलाईज इंटरअॅक्टीव ऑनलाईन क्लासरुम प्रोजेक्स,EDUCATION DEPT.,,0.00,0.00,0.00,250.00,0.00,0.00,0.00,100.00,,,
671,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A46001673101,नवीन बगिचे निर्माण/पर्यावरण उद्यानाची निर्मीती (1) अभ्यर नगर येथे उद्यानाची निर्मीती रु. 50 लक्ष राखीव (2) शंकर नगर उद्यानाकरीता रु. 20 लक्ष राखीव (3) रामदासपेठ दगी उद्यानाकरीता रु. 20 लक्ष राखीव (4) सुर्वेनगर उद्यानाकरीता रु. 25 लक्ष राखीव (5) बालाजी नगर उद्यानाकरीता रु. 25 लक्ष राखीव (6) उद्यानात ग्री जीम ची निर्मीती करण्यासाठी रु. 50 लक्ष राखीव (7) रतन कॉलनी चिटणविसपुरा उद्यानाकरीता रु. 15 लक्ष राखीव (8) पुर्व व दक्षिण नागपूर क्षेत्रात ट्राफीक चिल्ड्रेन पार्क ची निर्मीती करण्यासाठी रु. 150 लक्ष राखीव (9) ‘चरक‘ आयुर्वेद द्रव्यगुण वनस्पती उद्यान निर्मितीकरीता रु. 25 लक्ष राखीव (11) काव्यशिल्प उद्यानाकरीता रु. 25 लक्ष राखीव ,GARDEN DEPT.,,46.85,130.56,97.51,800.00,150.00,450.00,100.00,800.00,,,
672,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A46001673102,नागपूर हरीतीकरणाकरिता आणि चौकाचे सौदर्यीकरणासाठी विशेष मोहिम,GARDEN DEPT.,,11.27,20.54,21.08,100.00,15.00,25.00,10.00,100.00,,,
673,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A46001973103,डॉ. जगदीशचंद्र बोस बॉटनिकल व सायन्स टेक्नॉलॉजी पार्कची निर्मीती,WATER WORKS,,0.00,0.00,0.00,25.00,2.00,2.00,2.00,25.00,,,
674,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Parks and Gardens,A46001371304,दिक्षाभूमी मध्ये विविध विकास कामे करणे,P.W.D.,,79.18,48.98,60.08,25.00,25.00,25.00,25.00,25.00,,,
675,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Play Ground,A46102073705,खेळाचे व आधुनिक व्यायामाचे (जिमचे) सामान खरेदी वि नमाण (1) मनपा प्राघ्थमिक व माध्यमिक शाळेकरिता क्रिड साहितय खरेदी करिता रु. 10 लक्ष राखीव (2) महीलासाठी शरीर सौठश्व व्यायाम शाळा निर्मीती करणे रु. 30 लक्ष राखीव,EDUCATION DEPT.,,0.48,14.10,3.61,50.00,5.00,5.00,5.00,50.00,,,
676,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Play Ground,A46101373206,नविन क्रिडांगण निर्माण,P.W.D.,,2.41,0.00,5.19,50.00,5.00,5.00,5.00,50.00,,,
677,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Play Ground,A46101373207,समर्थ स्टेडियम योजना,P.W.D.,,0.00,0.00,0.00,500.00,10.00,10.00,10.00,500.00,,,
678,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Play Ground,A46101373208,क्रिडा विकास कार्यøम (1) जलालपूरा येथील स्केटींग रिंगचे अपूर्ण काम पूर्ण करण्यासाठी रु. 50 लक्ष राखीव (2) राष्ट्रसंत तुकडोजी महाराज क्रिडा संकूलातील इतर कामांसाठी रु. 25 लक्ष राखीव,P.W.D.,,65.32,63.15,103.59,350.00,75.00,100.00,50.00,350.00,,,
679,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201373309,शहराती तलावाचे पुनर्जीवन प्रकल्प राबविणे,P.W.D.,,0.00,46.91,0.00,50.00,10.00,10.00,10.00,50.00,,,
680,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201373310,नाईक तलाव व लेंडी तलाव,P.W.D.,,0.97,0.00,0.00,10.00,5.00,5.00,5.00,10.00,,,
681,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201373311,गांधीसागर तलाव,P.W.D.,,18.79,1.54,43.09,50.00,5.00,5.00,5.00,50.00,,,
682,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Lakes & River,A46201673312,अंबाझरी तलाव,GARDEN DEPT.,,0.00,0.00,0.00,25.00,5.00,5.00,5.00,25.00,,,
683,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373513,"पुतळयाचे निर्माण (1) लहुजी साळवे पुतळयाकरीता स्थापत्य कामे करणे रु. 30 लक्ष राखीव (2) शिवाजी पुतळया, महाल करीता स्थापत्य कामे करण्यासाठी रु. 15 लक्ष राखीव (3) संभाजी पुतळा निर्माण करणे (मानेवाडा) (4) राणाप्रताप यांचा पुतळा निर्माण करणे (5) ज्ञानयोगी डॉ. श्रीकांत जिचकार यांचा पुतळा ट्राफीक चिल्ड्रन पार्क येथे उभारणे (6) शिवाजी नगर उद्यानात शिवाजी महाराजांचा पुतळा बसविण्यासाठी रु. 5 लक्ष राखीव (7) गांधीबाग उद्यान परीसारात राष्ट्रसंत तुकोडोजी महाराज यांचे मुरल उभारणे (8) हुताम अण्णासोब कोतवाल, रेशीमबाग परीसरात सौदसर्यीकरण करण्यासाठी रु. 10 लक्ष राखीव (9) भारतरत्न डॉ. बाबासाहेब कोतवाल, रेशीमबाग परीसरात सौदर्यीकरण करण्यासाठी रु. 10 लक्ष राखीव (10) रा.बा. कुंभारे स्मारकोचे सौदर्यीकरण करण्यासाठी रु. 10लक्ष खीव (11) संत रविदास स्मारकाचे, पाढराबोडी सौदर्यीकरण करण्यासाठी रु. 10 लक्ष राखीव (13) पंडीत दिनदयाल उपाध्याय यांचा पुर्णाकृतरी पुतळा निर्माण करणे",P.W.D.,,0.86,1.00,0.00,6.00,2.00,2.00,2.00,120.00,,,
684,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701374614,ताजबाग परीसराचे सौदर्यीकरण,P.W.D.,,3.70,0.49,0.00,20.00,5.00,5.00,5.00,20.00,,,
685,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373515,रिझर्व बॅक चौकातील डॉ. बाबासाहेब आंबेडकर यांच्या पुतळयाचे सौदर्यीकरण,P.W.D.,,0.00,0.00,0.99,1.00,1.00,1.00,1.00,15.00,,,
686,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373516,अण्णाभाऊ साठे स्मारक निर्माण दक्षिण अंबाझरी मार्ग,P.W.D.,,12.27,0.00,0.00,25.00,2.00,2.00,2.00,30.00,,,
687,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701374617,बाळासाहेब देवरस पथ त्रिवेणी स्मारकाकरीता व डॉ. हेडगेवार स्मृति मंदिर परिसरातील सौदर्यीकरणाकरिता ,P.W.D.,,0.00,0.49,0.00,125.00,10.00,80.00,10.00,125.00,,,
688,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373518,अमद शहीद बिरसा मुंडा स्मारक निर्माण,P.W.D.,,0.00,0.50,13.73,10.00,2.00,2.00,2.00,10.00,,,
689,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373519,1857 प्रथम स्वतंत्रता संग्राम 150 व्या वर्षेगाठ निर्मीतय स्मारक निर्मीती,P.W.D.,,0.00,13.37,16.66,125.00,5.00,100.00,5.00,125.00,,,
690,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701673520,स्वामी विवेकानंद यांचा पुतळा उभारुन अंबाझरी तलाव ओव्हर फ्लो पॉईट परिसरात सदर्यीकरण करणे व धवनी प्रकाश व्दारे प्रदर्शन करणे,GARDEN DEPT.,,0.00,0.00,0.00,350.00,25.00,300.00,25.00,350.00,,,
691,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Statues & Beautification of city projects and museum construction ,A46701373521,भारतीय स्वातंत्रता अर्धशताब्दी स्मारक/स्वातंत्रवीर सावरकर यांचे व्मृती निमित्त स्मारक निर्माण करणे,P.W.D.,,0.00,0.00,24.55,75.00,10.00,10.00,10.00,75.00,,,
692,A4 Capital Expenditure,6 Urban Forestry and Environmental Activities,Amusement and Recreational Infrastructure ,A46801673622,"झूला, घरसपट्टी, मुलांचे खेळणे",GARDEN DEPT.,,3.22,6.51,12.93,100.00,15.00,65.00,15.00,100.00,,,
